query_id,user_id,selected_ingredients,recipe_id,title,num_selected,used_count,missing_count,calories,protein,fat,carbs,sodium,cook_time,popularity,user_sim,relevance
q_1,user_162,"[""beans"", ""beef"", ""butter"", ""potato"", ""mushroom""]",rec_716,Recipe 716,5,0,5,597,22.104962989215036,18.395806180246524,90.01800995868564,83.30815306042109,32,45,0.059988095238095236,0.08147259720908853
q_1,user_162,"[""beans"", ""beef"", ""butter"", ""potato"", ""mushroom""]",rec_225,Recipe 225,5,1,4,354,30.501105961089145,11.36048778579194,48.56625924946992,669.7407141062477,26,60,0.06646825396825397,0.15184143723800814
q_1,user_162,"[""beans"", ""beef"", ""butter"", ""potato"", ""mushroom""]",rec_330,Recipe 330,5,2,3,261,22.553837556743172,11.04653677636976,31.837983216795585,101.25538156293129,14,60,0.08728968253968253,0.30645653531582434
q_1,user_162,"[""beans"", ""beef"", ""butter"", ""potato"", ""mushroom""]",rec_1083,Recipe 1083,5,1,4,452,14.105526813603076,24.124844627915127,16.695994258935286,0.0,21,63,0.10820021645021644,0.2402759804273447
q_1,user_162,"[""beans"", ""beef"", ""butter"", ""potato"", ""mushroom""]",rec_329,Recipe 329,5,1,4,118,20.00445494187545,7.028313781151237,60.30456183330145,327.6306801107946,29,51,0.058015873015873014,0.17730685097442736
q_1,user_162,"[""beans"", ""beef"", ""butter"", ""potato"", ""mushroom""]",rec_947,Recipe 947,5,1,4,450,31.497153292266304,24.931698342388366,39.16239890069862,371.90130253321666,9,41,0.0819285714285714,0.15507717603709437
q_1,user_162,"[""beans"", ""beef"", ""butter"", ""potato"", ""mushroom""]",rec_846,Recipe 846,5,1,4,257,26.959321009408498,14.833858012398922,19.534935532488312,484.0136028092213,19,45,0.11873815073815072,0.36545381790337417
q_2,user_172,"[""rice"", ""garlic""]",rec_480,Recipe 480,2,0,2,442,0.0,30.126374096440717,36.83692311255359,1372.92789087842,5,37,0.1045330225330225,0.044151256335884216
q_2,user_172,"[""rice"", ""garlic""]",rec_160,Recipe 160,2,0,2,302,7.760597332377435,20.34083468259226,24.600535378827164,470.1357735372243,63,53,0.11318201243201242,0.08695377753337677
q_2,user_172,"[""rice"", ""garlic""]",rec_1747,Recipe 1747,2,1,1,480,22.74003902442758,27.29832112840642,24.763915025297397,344.2297914472998,10,51,0.09740512265512265,0.35328805549242426
q_2,user_172,"[""rice"", ""garlic""]",rec_643,Recipe 643,2,0,2,387,24.3906855589017,0.0,29.786027729804708,742.2589646832239,22,54,0.07706349206349207,0.11263940768928758
q_2,user_172,"[""rice"", ""garlic""]",rec_1257,Recipe 1257,2,1,1,354,25.62839996321604,18.516528211921788,4.904042292575099,703.0207061780837,29,61,0.10986147186147185,0.39704607674836073
q_2,user_172,"[""rice"", ""garlic""]",rec_593,Recipe 593,2,0,2,429,33.74784098970229,16.848996639813144,58.52963750210433,468.59890844101574,15,52,0.11343237318237318,0.02514310174284244
q_2,user_172,"[""rice"", ""garlic""]",rec_1876,Recipe 1876,2,0,2,401,8.315091079007331,12.093760087270475,34.35375916150141,116.88837057097714,85,46,0.08213888888888889,0.029749385607676954
q_2,user_172,"[""rice"", ""garlic""]",rec_1074,Recipe 1074,2,0,2,618,15.20035357287791,12.784309176599708,42.777120648617604,649.4496600794986,91,35,0.095995670995671,0.1324407124953892
q_2,user_172,"[""rice"", ""garlic""]",rec_1271,Recipe 1271,2,0,2,203,19.775905516017986,26.124001607980137,19.75051259691218,239.49007459252897,8,58,0.10126118326118327,0.18320250578002342
q_2,user_172,"[""rice"", ""garlic""]",rec_1740,Recipe 1740,2,0,2,272,21.51216221337547,11.409226836347434,40.549752667216254,625.1409585805284,38,38,0.07331349206349205,0.10586583357914514
q_2,user_172,"[""rice"", ""garlic""]",rec_1146,Recipe 1146,2,0,2,348,21.21461064199546,15.005488071147866,53.38170420535048,960.7199511034783,16,49,0.11690007215007216,0.10647154396413244
q_2,user_172,"[""rice"", ""garlic""]",rec_1721,Recipe 1721,2,1,1,154,10.290151347843098,13.117764421720288,64.58367251881597,761.3401624760944,69,50,0.1211968031968032,0.3668928715648356
q_2,user_172,"[""rice"", ""garlic""]",rec_1167,Recipe 1167,2,0,2,547,21.982960337144537,46.8797624380741,21.097822677739604,324.44586840119473,16,37,0.1064126984126984,0.05302146939315289
q_2,user_172,"[""rice"", ""garlic""]",rec_1563,Recipe 1563,2,1,1,174,21.312688711715058,26.653567876449543,44.790954417384626,968.5971726856511,54,49,0.10390326340326343,0.3907509010218164
q_2,user_172,"[""rice"", ""garlic""]",rec_686,Recipe 686,2,0,2,380,11.483378256656067,12.410293010966551,20.425183273804677,318.27699501889384,27,38,0.08642857142857141,0.1694478636453216
q_2,user_172,"[""rice"", ""garlic""]",rec_1252,Recipe 1252,2,0,2,568,26.769940973750543,21.928618431501906,70.36844061304359,526.0805587169684,11,51,0.07851587301587301,0.1705610761519747
q_2,user_172,"[""rice"", ""garlic""]",rec_805,Recipe 805,2,0,2,395,21.93008190332047,29.646017573036936,25.50463083509052,137.39189167456084,48,41,0.09910023310023311,0.04853061734226201
q_2,user_172,"[""rice"", ""garlic""]",rec_714,Recipe 714,2,1,1,475,26.265383633369424,7.604377139197604,9.942587826352213,176.2173620573196,8,57,0.09854584304584306,0.408472815186069
q_2,user_172,"[""rice"", ""garlic""]",rec_1889,Recipe 1889,2,0,2,714,30.147850596575196,18.772204727206617,40.56121612767825,44.91013101565096,31,50,0.1212406204906205,0.12170557540624811
q_2,user_172,"[""rice"", ""garlic""]",rec_576,Recipe 576,2,0,2,527,24.176807522394007,21.074443743408924,47.7474296126598,496.95564473746174,28,56,0.10759126984126982,0.09830480995149918
q_3,user_105,"[""tomato"", ""garlic"", ""chicken"", ""apple""]",rec_536,Recipe 536,4,1,3,322,22.435302041863444,19.39596270803092,62.55560501267797,425.8332604776934,16,60,0.09844264069264069,0.26656107531345347
q_3,user_105,"[""tomato"", ""garlic"", ""chicken"", ""apple""]",rec_1791,Recipe 1791,4,0,4,369,24.684153581887788,11.501283285934722,42.28766950271868,512.0336066333318,28,51,0.06900396825396825,0.13810667032957186
q_3,user_105,"[""tomato"", ""garlic"", ""chicken"", ""apple""]",rec_1845,Recipe 1845,4,1,3,542,12.354530948924886,26.459120154192018,63.83997831064566,800.1009223443864,69,52,0.09016774891774892,0.24385505354480508
q_3,user_105,"[""tomato"", ""garlic"", ""chicken"", ""apple""]",rec_1929,Recipe 1929,4,1,3,569,20.81752746464489,20.434869286038023,34.458482238880976,225.5612322218723,18,50,0.09978391053391053,0.3375365549950209
q_3,user_105,"[""tomato"", ""garlic"", ""chicken"", ""apple""]",rec_1891,Recipe 1891,4,2,2,492,31.572892423540374,0.0,58.53767501109952,373.62205272485755,71,57,0.10000466200466201,0.4022000220170831
q_3,user_105,"[""tomato"", ""garlic"", ""chicken"", ""apple""]",rec_598,Recipe 598,4,1,3,298,0.0,25.23223185737033,15.593586201120484,0.0,25,62,0.07633333333333334,0.14589203981773113
q_3,user_105,"[""tomato"", ""garlic"", ""chicken"", ""apple""]",rec_1526,Recipe 1526,4,1,3,636,20.187905113079406,33.22926160335532,28.966497239066438,0.0,15,50,0.08653282828282828,0.2631254586965748
q_3,user_105,"[""tomato"", ""garlic"", ""chicken"", ""apple""]",rec_453,Recipe 453,4,1,3,690,11.025084368327905,6.878175224722174,50.05429783546514,295.51196392556284,53,44,0.10537950937950939,0.328551078155065
q_3,user_105,"[""tomato"", ""garlic"", ""chicken"", ""apple""]",rec_629,Recipe 629,4,1,3,434,16.84797073836521,17.61847064956142,51.68262969637623,584.1599038422341,10,41,0.12227453102453101,0.22968079533584626
q_3,user_105,"[""tomato"", ""garlic"", ""chicken"", ""apple""]",rec_1452,Recipe 1452,4,0,4,807,35.01879133796319,17.389912758276864,40.18852721127546,490.891562076185,6,60,0.07717460317460317,0.13231961479225746
q_3,user_105,"[""tomato"", ""garlic"", ""chicken"", ""apple""]",rec_527,Recipe 527,4,1,3,295,19.41235287723271,14.94983149632664,41.59009464735396,419.605178829329,5,51,0.09728968253968255,0.2763229318842958
q_3,user_105,"[""tomato"", ""garlic"", ""chicken"", ""apple""]",rec_1608,Recipe 1608,4,1,3,351,13.924790900792896,12.840327768160577,41.70091720400364,328.1634718703249,29,52,0.11011219336219336,0.25135542869741584
q_3,user_105,"[""tomato"", ""garlic"", ""chicken"", ""apple""]",rec_149,Recipe 149,4,0,4,351,8.432557749480514,4.6720414773765455,68.90769379165867,0.0,22,52,0.09351587301587301,0.08229800609913783
q_3,user_105,"[""tomato"", ""garlic"", ""chicken"", ""apple""]",rec_1621,Recipe 1621,4,0,4,498,31.732290912934978,20.008755862406208,8.105751909143613,588.6262943583539,15,32,0.09866269841269842,0.07277037737166597
q_3,user_105,"[""tomato"", ""garlic"", ""chicken"", ""apple""]",rec_1836,Recipe 1836,4,0,4,606,17.189768027239456,8.285168700290138,37.46024373590039,150.4086675764406,40,50,0.08726984126984126,0.0
q_3,user_105,"[""tomato"", ""garlic"", ""chicken"", ""apple""]",rec_625,Recipe 625,4,0,4,378,11.876381057124782,17.130303634876373,45.91975809685924,517.8891257853481,5,50,0.102482683982684,0.03424186836550714
q_3,user_105,"[""tomato"", ""garlic"", ""chicken"", ""apple""]",rec_1253,Recipe 1253,4,1,3,595,34.51705880776824,15.097015897394183,43.74368054977168,318.8119760379227,13,32,0.10933916083916083,0.24848793216377887
q_3,user_105,"[""tomato"", ""garlic"", ""chicken"", ""apple""]",rec_248,Recipe 248,4,0,4,103,27.47910256117534,9.272569742601934,44.78493728222299,1022.224800924992,20,60,0.08198015873015872,0.08873920363642192
q_3,user_105,"[""tomato"", ""garlic"", ""chicken"", ""apple""]",rec_810,Recipe 810,4,0,4,249,16.686477009121507,34.164117917002926,55.46479973331518,352.64874704792203,89,36,0.109745670995671,0.0822869923287744
q_3,user_105,"[""tomato"", ""garlic"", ""chicken"", ""apple""]",rec_1166,Recipe 1166,4,1,3,474,0.5750230903823024,18.4457756747224,16.885848501661695,339.21826812457783,54,52,0.10336327561327562,0.2077658521275469
q_4,user_154,"[""tomato"", ""apple"", ""carrot"", ""yogurt"", ""mushroom""]",rec_1934,Recipe 1934,5,1,4,680,19.960874907049213,27.004970631581635,24.90791235213454,550.9267760009988,5,49,0.09303571428571429,0.16857218100535964
q_4,user_154,"[""tomato"", ""apple"", ""carrot"", ""yogurt"", ""mushroom""]",rec_1756,Recipe 1756,5,2,3,408,10.701520516073494,0.0,66.99092627667487,616.0672050716223,41,41,0.09030627705627704,0.36105939721614255
q_4,user_154,"[""tomato"", ""apple"", ""carrot"", ""yogurt"", ""mushroom""]",rec_529,Recipe 529,5,0,5,433,26.493646843375267,28.112035278626735,36.76888032748223,212.53707467033496,9,53,0.07553571428571428,0.17260033569669425
q_4,user_154,"[""tomato"", ""apple"", ""carrot"", ""yogurt"", ""mushroom""]",rec_564,Recipe 564,5,0,5,236,21.353383478922908,29.944473755089074,52.920123742291025,0.0,5,53,0.07021031746031746,0.13725692567943626
q_4,user_154,"[""tomato"", ""apple"", ""carrot"", ""yogurt"", ""mushroom""]",rec_1184,Recipe 1184,5,1,4,371,30.50319552276355,13.889988759103709,55.92680039497665,399.51348491098594,5,56,0.11010497835497836,0.2620471696630642
q_4,user_154,"[""tomato"", ""apple"", ""carrot"", ""yogurt"", ""mushroom""]",rec_923,Recipe 923,5,2,3,377,1.3009731708358778,10.827973198683637,21.92288916095327,818.8064096144446,53,49,0.11952331002331004,0.19669021174528156
q_4,user_154,"[""tomato"", ""apple"", ""carrot"", ""yogurt"", ""mushroom""]",rec_583,Recipe 583,5,1,4,451,33.466434314344816,7.387881481476908,79.4562150943618,524.5529806969215,34,53,0.0520515873015873,0.21082142152071515
q_4,user_154,"[""tomato"", ""apple"", ""carrot"", ""yogurt"", ""mushroom""]",rec_463,Recipe 463,5,1,4,596,14.278059297065564,12.099871979189238,27.4129580062663,175.2353148733233,10,51,0.06568650793650793,0.3045193075928295
q_4,user_154,"[""tomato"", ""apple"", ""carrot"", ""yogurt"", ""mushroom""]",rec_1177,Recipe 1177,5,1,4,339,4.802111966480078,13.27824808749953,46.817633189231216,623.1147461199437,12,51,0.11324747474747475,0.2566916606518513
q_4,user_154,"[""tomato"", ""apple"", ""carrot"", ""yogurt"", ""mushroom""]",rec_1804,Recipe 1804,5,1,4,633,20.397994541160163,13.326159456398718,47.20261902555126,525.2377094089497,5,59,0.09689285714285713,0.1408597889123524
q_4,user_154,"[""tomato"", ""apple"", ""carrot"", ""yogurt"", ""mushroom""]",rec_552,Recipe 552,5,2,3,310,10.334121090146848,19.31876574832047,47.27941261705476,1027.9593796629833,122,44,0.08014285714285714,0.2657034236423736
q_4,user_154,"[""tomato"", ""apple"", ""carrot"", ""yogurt"", ""mushroom""]",rec_1796,Recipe 1796,5,0,5,392,17.73824712319239,19.532505460972978,24.005142237789364,0.0,5,47,0.06637987012987014,0.10854530010887775
q_4,user_154,"[""tomato"", ""apple"", ""carrot"", ""yogurt"", ""mushroom""]",rec_839,Recipe 839,5,0,5,492,17.157098894466618,27.534043708791856,0.0,626.2186381693372,5,52,0.10700524475524474,0.06674692023207221
q_4,user_154,"[""tomato"", ""apple"", ""carrot"", ""yogurt"", ""mushroom""]",rec_540,Recipe 540,5,0,5,328,23.594757975471254,43.490757867007574,25.679131274483193,275.01240831536126,45,60,0.10342676767676769,0.0
q_4,user_154,"[""tomato"", ""apple"", ""carrot"", ""yogurt"", ""mushroom""]",rec_35,Recipe 35,5,2,3,184,17.97542474168449,20.608966071171604,52.94325393574088,437.8284483472087,25,48,0.08984704184704186,0.32508364201655515
q_4,user_154,"[""tomato"", ""apple"", ""carrot"", ""yogurt"", ""mushroom""]",rec_1076,Recipe 1076,5,0,5,529,27.69135779310033,18.12272976420116,56.812134255667665,152.41241175074066,17,48,0.08842388167388167,0.07163936357303335
q_4,user_154,"[""tomato"", ""apple"", ""carrot"", ""yogurt"", ""mushroom""]",rec_1554,Recipe 1554,5,0,5,350,19.583399766186652,20.15908658399631,43.60992112156163,583.131945942848,5,43,0.08127380952380951,0.05329009504156251
q_4,user_154,"[""tomato"", ""apple"", ""carrot"", ""yogurt"", ""mushroom""]",rec_1384,Recipe 1384,5,0,5,560,19.1142893273121,26.84714854049892,18.46090918244107,813.3923001776241,58,39,0.10260137085137085,0.034811329024124114
q_4,user_154,"[""tomato"", ""apple"", ""carrot"", ""yogurt"", ""mushroom""]",rec_1713,Recipe 1713,5,1,4,280,29.314788266529852,22.78563689360381,42.000237482427615,563.4420523808321,5,46,0.09727092352092352,0.2150177057935811
q_4,user_154,"[""tomato"", ""apple"", ""carrot"", ""yogurt"", ""mushroom""]",rec_1346,Recipe 1346,5,1,4,349,18.646657660768902,7.70504842291912,31.761535312280937,943.4667319581739,22,49,0.10103174603174603,0.16483796552613542
q_5,user_179,"[""salt"", ""butter"", ""tomato"", ""milk"", ""potato""]",rec_672,Recipe 672,5,2,3,483,14.087152111981055,1.534269521955828,31.426909461669332,708.8321667781122,41,45,0.07930158730158732,0.291074597880512
q_5,user_179,"[""salt"", ""butter"", ""tomato"", ""milk"", ""potato""]",rec_1025,Recipe 1025,5,2,3,470,22.99236461918441,27.424442386469565,55.20216061629381,310.0883219416439,10,51,0.08283369408369408,0.33386001634870865
q_5,user_179,"[""salt"", ""butter"", ""tomato"", ""milk"", ""potato""]",rec_860,Recipe 860,5,0,5,271,13.305630863665096,10.216920501775022,75.96960174276235,565.8715685798445,24,59,0.10571753246753246,0.0
q_5,user_179,"[""salt"", ""butter"", ""tomato"", ""milk"", ""potato""]",rec_262,Recipe 262,5,1,4,521,10.264538002955314,24.76357769356219,50.10940318333254,718.062972249664,5,56,0.08239682539682538,0.22682237905072097
q_5,user_179,"[""salt"", ""butter"", ""tomato"", ""milk"", ""potato""]",rec_1239,Recipe 1239,5,0,5,552,10.41978092314712,29.179431915621112,38.969411236271185,157.27820141726434,48,56,0.07840873015873015,0.0
q_5,user_179,"[""salt"", ""butter"", ""tomato"", ""milk"", ""potato""]",rec_1480,Recipe 1480,5,1,4,455,20.182309971371172,19.80469610532898,25.727422135910654,236.8049759881949,28,44,0.11202156177156176,0.21216686866485873
q_5,user_179,"[""salt"", ""butter"", ""tomato"", ""milk"", ""potato""]",rec_976,Recipe 976,5,2,3,491,19.600735366266363,27.94923113875559,66.98270210226859,717.4510281472305,5,50,0.10073737373737375,0.39216517065975404
q_5,user_179,"[""salt"", ""butter"", ""tomato"", ""milk"", ""potato""]",rec_1481,Recipe 1481,5,0,5,464,8.060457779547669,7.923336470980653,15.492991268354,514.0718787390489,10,48,0.10698953823953823,0.03959102254585011
q_5,user_179,"[""salt"", ""butter"", ""tomato"", ""milk"", ""potato""]",rec_1915,Recipe 1915,5,0,5,346,31.937736582635836,7.453655150161293,18.617646786023574,268.59443146207366,42,34,0.12987956487956487,0.15137978137901095
q_5,user_179,"[""salt"", ""butter"", ""tomato"", ""milk"", ""potato""]",rec_447,Recipe 447,5,1,4,228,14.828169161939314,14.518336440307536,29.23527628017691,359.2435850835266,15,50,0.07036111111111111,0.25355300817559895
q_5,user_179,"[""salt"", ""butter"", ""tomato"", ""milk"", ""potato""]",rec_1178,Recipe 1178,5,0,5,210,7.704737487826138,21.072292884191526,30.002579309899353,297.67212035751754,40,53,0.06649999999999999,0.0
q_5,user_179,"[""salt"", ""butter"", ""tomato"", ""milk"", ""potato""]",rec_1370,Recipe 1370,5,1,4,326,0.0,11.579013102786114,14.654466232545396,647.8436848121547,6,58,0.0586626984126984,0.17517935692875153
q_5,user_179,"[""salt"", ""butter"", ""tomato"", ""milk"", ""potato""]",rec_1674,Recipe 1674,5,0,5,541,19.911290677104265,31.33688498098509,13.503338885947308,689.5793153141344,24,48,0.11703896103896104,0.0
q_5,user_179,"[""salt"", ""butter"", ""tomato"", ""milk"", ""potato""]",rec_1091,Recipe 1091,5,0,5,264,28.144667327485067,10.724898152901405,44.28857860824895,348.4040513775466,49,55,0.11853418803418803,0.09762535287766982
q_5,user_179,"[""salt"", ""butter"", ""tomato"", ""milk"", ""potato""]",rec_1315,Recipe 1315,5,1,4,276,18.3304116934705,8.364211000009833,43.42527051640386,374.31900030617936,64,38,0.09583730158730157,0.20823945862146562
q_5,user_179,"[""salt"", ""butter"", ""tomato"", ""milk"", ""potato""]",rec_1578,Recipe 1578,5,1,4,449,36.78783807386855,6.902680256323679,49.630152619826106,844.3709774870784,38,38,0.11156582306582306,0.06938554000367526
q_5,user_179,"[""salt"", ""butter"", ""tomato"", ""milk"", ""potato""]",rec_1807,Recipe 1807,5,0,5,434,26.34080936752976,24.073971776443706,3.692584206065092,493.8439950231096,12,47,0.08218650793650792,0.20215823975620018
q_5,user_179,"[""salt"", ""butter"", ""tomato"", ""milk"", ""potato""]",rec_1069,Recipe 1069,5,2,3,614,2.484972961796494,14.493148734841604,39.63287551612526,205.65480963157316,13,44,0.11705439005439004,0.3364131159389259
q_5,user_179,"[""salt"", ""butter"", ""tomato"", ""milk"", ""potato""]",rec_1193,Recipe 1193,5,1,4,144,12.579159050772232,21.400748479598274,50.7486518277606,438.916914605012,200,47,0.09932012432012431,0.14992579967192904
q_5,user_179,"[""salt"", ""butter"", ""tomato"", ""milk"", ""potato""]",rec_1757,Recipe 1757,5,1,4,478,22.34582467075347,14.941543307470447,20.6317457258,306.5892276187019,59,52,0.10336038961038958,0.30208743731917526
q_6,user_69,"[""tomato""]",rec_322,Recipe 322,1,0,1,518,23.400512945688906,25.70612997219531,59.36369321065722,300.60748504500316,11,44,0.06686904761904762,0.01313582810794646
q_6,user_69,"[""tomato""]",rec_212,Recipe 212,1,0,1,349,15.963515367580033,10.44877420650647,48.47198131186922,1018.7574757729435,5,60,0.08190873015873015,0.0
q_6,user_69,"[""tomato""]",rec_1981,Recipe 1981,1,0,1,415,25.78809109784556,0.0,6.756010085529866,220.9725045942127,70,43,0.07486904761904761,0.0
q_6,user_69,"[""tomato""]",rec_16,Recipe 16,1,0,1,251,14.33702270397228,20.996513650876413,29.930486917676014,0.0,31,42,0.09872222222222221,0.1726303605491465
q_6,user_69,"[""tomato""]",rec_1831,Recipe 1831,1,0,1,430,25.318540204738003,19.612852310534894,46.5145006848726,656.442110695408,13,52,0.08899603174603174,0.12253359778897117
q_6,user_69,"[""tomato""]",rec_1556,Recipe 1556,1,0,1,481,31.57519605809958,29.661470124092958,49.82548041452566,61.72271463737104,30,46,0.07620634920634921,0.14618972151242618
q_6,user_69,"[""tomato""]",rec_1169,Recipe 1169,1,0,1,641,32.71333439585099,21.15453465622868,24.386912002880525,320.9437239522605,33,43,0.07622619047619048,0.12156225404702434
q_6,user_69,"[""tomato""]",rec_912,Recipe 912,1,1,0,195,14.681222497106713,25.009173290858577,20.353514554464482,881.6067887085419,5,60,0.0831984126984127,0.6543446371779662
